id,title,imdb_id,pred_genre,imdb_genres
24253,The Girl Who Played with Fire,tt1216487,thriller,"Action,Crime,Drama"
299413,The Passion of a Woman Teacher,tt0017049,mystery,"Drama,Horror,Romance"
875300,Dreamover,tt15108944,thriller,"Drama,Romance,Sci-Fi"
42307,Road Train,tt1241330,thriller,"Horror,Thriller"
525619,Mommy Be Mine,tt8343312,mystery,Thriller
41942,The Roly Poly Man,tt0111010,mystery,"Comedy,Crime,Mystery"
639133,100 Days to Live,tt10949778,thriller,"Crime,Thriller"
1607507,Payne's Branch,tt38907163,thriller,Horror
559457,One of Them,tt3058744,mystery,"Adventure,Drama,Mystery"
298529,Félix et les loups,tt3540908,mystery,Thriller
977294,Tin Soldier,tt20258920,thriller,"Action,Biography,Drama"
506215,G.I. Joe: A Real American Hero,tt0231626,mystery,"Action,Animation,Family"
32620,The Drowning Pool,tt0072912,mystery,"Crime,Drama,Mystery"
1316205,The Mystery of Humanoid Puppet,tt33347385,mystery,"Action,Drama,Mystery"
1458262,Misfits Christmas Special,tt1797694,mystery,"Comedy,Drama,Fantasy"
437193,A Serial Killer's Guide to Life,tt7310440,mystery,"Adventure,Comedy,Crime"
72176,Hostage High,tt0118969,thriller,"Crime,Drama,Thriller"
1271097,Après la Nage,tt16743026,thriller,Short
817793,Morto Rossa,tt14619506,horror,"Horror,Short,Thriller"
400456,Exorcist House of Evil,tt4864584,horror,"Horror,Mystery,Thriller"
57294,Crying with Laughter,tt1349478,horror,Thriller
278784,Deliberate Intent,tt0251662,thriller,"Drama,Thriller"
336055,Office,tt4682562,thriller,"Crime,Drama,Mystery"
38000,Rainbow Eyes,tt1233473,thriller,"Crime,Mystery,Thriller"
290363,Monsters,tt0349835,thriller,"Sci-Fi,Thriller"
473077,The Devil under the Windshield,tt0301107,mystery,Action
1112466,The Balconettes,tt27721737,mystery,"Comedy,Fantasy,Horror"
280165,Thani Oruvan,tt4987556,thriller,"Action,Crime,Drama"
644039,Nocturnu,tt0184786,mystery,"Horror,Short"
1198267,Holding Patterns,tt6942032,mystery,"Action,Drama,Thriller"
51862,I Spit on Your Grave,tt0052937,mystery,"Crime,Drama,Romance"
1110619,Goon of the Lagoon,tt26654557,horror,"Horror,Mystery,Thriller"
